specimen_no,record_type,flags,occurrence_no,reid_no,collection_no,specimen_id,is_type,specelt_no,specimen_side,specimen_part,specimen_sex,n_measured,measurement_source,magnification,comments,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,max_ma,min_ma,reference_no,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments
83666,spm,,408913,0,13341,YPM 1860,holotype,,,femur,,1,table,,,Apatosaurus ajax,species,52958,,Apatosaurus ajax,species,52958,154.8,145,7811,-105.187332,39.653423,US,Colorado,Jefferson,estimated from map,6,small collection,"sec. 35, T4S, R70W, Morrison, Colorado; along Dinosaur Ridge"
83667,spm,,408913,0,13341,YPM 1860,holotype,,,tibia,,1,table,,,Apatosaurus ajax,species,52958,,Apatosaurus ajax,species,52958,154.8,145,7811,-105.187332,39.653423,US,Colorado,Jefferson,estimated from map,6,small collection,"sec. 35, T4S, R70W, Morrison, Colorado; along Dinosaur Ridge"
83668,spm,,491455,0,49631,SDSM 25210,,,,femur,,1,,,,Barosaurus lentus,species,54166,,Barosaurus lentus,species,54166,154.8,145,12250,-103.344597,44.184399,US,South Dakota,Meade,estimated from map,4,small collection,"S of Piedmont, about 18 km N of Rapid City"
83669,spm,,491455,0,49631,SDSM 25210,,,,tibia,,1,,,,Barosaurus lentus,species,54166,,Barosaurus lentus,species,54166,154.8,145,12250,-103.344597,44.184399,US,South Dakota,Meade,estimated from map,4,small collection,"S of Piedmont, about 18 km N of Rapid City"
83670,spm,,516483,13279,28366,,holotype,,,femur,,1,,,,Eobrontosaurus yahnahpin,species,66835,recombined as,Brontosaurus yahnahpin,species,66834,152.2,146.3,14073,-105.224701,38.539501,US,Colorado,Fremont,stated in text,4,small collection,"11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
83671,spm,,516483,13279,28366,,holotype,,,tibia,,1,,,,Eobrontosaurus yahnahpin,species,66835,recombined as,Brontosaurus yahnahpin,species,66834,152.2,146.3,14073,-105.224701,38.539501,US,Colorado,Fremont,stated in text,4,small collection,"11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
83672,spm,,256216,0,24864,IVPP V790,holotype,,,femur,,1,,,,Mamenchisaurus constructus,species,56460,,Mamenchisaurus constructus,species,56460,154.8,145,24276,104.516701,28.700001,CN,Sichuan,,based on nearby landmark,4,small collection,"Mamenchi (Mamenxi) ferry at Jinshajiang, along Yangtze River near Yibin (Yiping), Sichuan"
83673,spm,,256216,0,24864,IVPP V790,holotype,,,tibia,,1,,,,Mamenchisaurus constructus,species,56460,,Mamenchisaurus constructus,species,56460,154.8,145,24276,104.516701,28.700001,CN,Sichuan,,based on nearby landmark,4,small collection,"Mamenchi (Mamenxi) ferry at Jinshajiang, along Yangtze River near Yibin (Yiping), Sichuan"
83676,spm,,475143,0,47140,MB.R.2672,paratype,,right,humerus,,1,table,,Shaft minimum width mediolateral,Barosaurus africanus,species,64728,recombined as,Tornieria africana,species,64726,149.2,145,18832,39.228096,-9.710123,TZ,Lindi,,based on nearby landmark,6,small collection,"0.7 km S of Tendaguru Hill, between Skeletons A and D"
83677,spm,,475143,0,47140,SMNS 12140,holotype,,right,femur,,1,table,,Shaft minimum width mediolateral,Barosaurus africanus,species,64728,recombined as,Tornieria africana,species,64726,149.2,145,18832,39.228096,-9.710123,TZ,Lindi,,based on nearby landmark,6,small collection,"0.7 km S of Tendaguru Hill, between Skeletons A and D"
83678,spm,,475143,0,47140,SMNS 12142,holotype,,right,fibula,,1,table,,Shaft minimum width mediolateral,Barosaurus africanus,species,64728,recombined as,Tornieria africana,species,64726,149.2,145,18832,39.228096,-9.710123,TZ,Lindi,,based on nearby landmark,6,small collection,"0.7 km S of Tendaguru Hill, between Skeletons A and D"
83679,spm,,475143,0,47140,MB.R.2673,paratype,,right,humerus,,1,table,,Shaft minimum width mediolateral,Barosaurus africanus,species,64728,recombined as,Tornieria africana,species,64726,149.2,145,18832,39.228096,-9.710123,TZ,Lindi,,based on nearby landmark,6,small collection,"0.7 km S of Tendaguru Hill, between Skeletons A and D"
83680,spm,,475143,0,47140,MB.R.2686,paratype,,right,ulna,,1,table,,Shaft minimum width mediolateral,Barosaurus africanus,species,64728,recombined as,Tornieria africana,species,64726,149.2,145,18832,39.228096,-9.710123,TZ,Lindi,,based on nearby landmark,6,small collection,"0.7 km S of Tendaguru Hill, between Skeletons A and D"
83681,spm,,475143,0,47140,MB.R.2669,paratype,,left,femur,,1,table,,Shaft minimum width mediolateral,Barosaurus africanus,species,64728,recombined as,Tornieria africana,species,64726,149.2,145,18832,39.228096,-9.710123,TZ,Lindi,,based on nearby landmark,6,small collection,"0.7 km S of Tendaguru Hill, between Skeletons A and D"
83682,spm,,475143,0,47140,MB.R.2672,holotype,,left,tibia,,1,table,,Shaft minimum width mediolateral,Barosaurus africanus,species,64728,recombined as,Tornieria africana,species,64726,149.2,145,18832,39.228096,-9.710123,TZ,Lindi,,based on nearby landmark,6,small collection,"0.7 km S of Tendaguru Hill, between Skeletons A and D"
83702,spm,,902174,0,101071,CXM-LT9401,holotype,,,skull,,1,text,1,,Chuxiongosaurus lufengensis,species,173976,subjective synonym of,Jingshanosaurus xinwaensis,species,64138,201.4,199.5,34536,102.146523,24.956287,CN,Yunnan,Lufeng,estimated from map,6,small collection,"Zhongcun town, Lufeng county, Chuxiong region, Yunnan"
83703,spm,,372542,0,35268,,,,left,scapula,,1,picture,,,Barapasaurus tagorei,species,55547,,Barapasaurus tagorei,species,55547,199.5,184.2,32704,79.966667,18.85,IN,Maharashtra,Gadchiroli,stated in text,minutes,outcrop,"Pochampalli (Posampalli), about 18 km E of Sironcha, Maharastra, Gadchiroli district, Pranhita-Godavari valley, India"
83704,spm,,372542,0,35268,,,,left,coracoid,,1,picture,,,Barapasaurus tagorei,species,55547,,Barapasaurus tagorei,species,55547,199.5,184.2,32704,79.966667,18.85,IN,Maharashtra,Gadchiroli,stated in text,minutes,outcrop,"Pochampalli (Posampalli), about 18 km E of Sironcha, Maharastra, Gadchiroli district, Pranhita-Godavari valley, India"
83705,spm,,372891,20922,35295,SAM  K403,holotype,,left,tibia,,1,table,,,Blikanasaurus cromptoni,species,55644,,Blikanasaurus cromptoni,species,55644,227,201.4,9521,27.616667,-30.566668,ZA,Eastern Cape,Herschel,stated in text,minutes,small collection,"1.6 km NE of Blikana trading store, Herschel district, Transkei (now Eastern Cape), South Africa"
83947,spm,,711596,22398,47031,BP/1/6510,paratype,,left,femur,,1,table,,,Aardonyx celestae,species,157363,,Aardonyx celestae,species,157363,201.4,192.9,31154,27.824444,-28.466389,ZA,Free State,Senekal,stated in text,seconds,small collection,"farm Spion Kop 932 (Spioenkop), Senekal district, northern Free State, South Africa"
83948,spm,,711596,22398,47031,BP/1/5379c,paratype,,left,ulna,,1,table,,,Aardonyx celestae,species,157363,,Aardonyx celestae,species,157363,201.4,192.9,31154,27.824444,-28.466389,ZA,Free State,Senekal,stated in text,seconds,small collection,"farm Spion Kop 932 (Spioenkop), Senekal district, northern Free State, South Africa"
83949,spm,,711596,22398,47031,BP/1/5379d,paratype,,left,radius,,1,table,,,Aardonyx celestae,species,157363,,Aardonyx celestae,species,157363,201.4,192.9,31154,27.824444,-28.466389,ZA,Free State,Senekal,stated in text,seconds,small collection,"farm Spion Kop 932 (Spioenkop), Senekal district, northern Free State, South Africa"
83950,spm,,711596,22398,47031,BP/1/6321,paratype,,,radius,,1,table,,,Aardonyx celestae,species,157363,,Aardonyx celestae,species,157363,201.4,192.9,31154,27.824444,-28.466389,ZA,Free State,Senekal,stated in text,seconds,small collection,"farm Spion Kop 932 (Spioenkop), Senekal district, northern Free State, South Africa"
83951,spm,,711596,22398,47031,BP/1/6316,paratype,,,fibula,,1,table,,,Aardonyx celestae,species,157363,,Aardonyx celestae,species,157363,201.4,192.9,31154,27.824444,-28.466389,ZA,Free State,Senekal,stated in text,seconds,small collection,"farm Spion Kop 932 (Spioenkop), Senekal district, northern Free State, South Africa"
83952,spm,,1063632,0,131436,PVSJ 845,holotype,,right,ulna,,1,table,,,Chromogisaurus novasi,species,242722,,Chromogisaurus novasi,species,242722,237,227,42426,-67.90126,-30.116928,AR,San Juan,,estimated from map,6,small collection,"Cancha de Bochas, Valle Pintado, southern outcrops of Ischigualasto Fm."
83953,spm,,1063632,0,131436,PVSJ 845,holotype,,right,tibia,,1,table,,,Chromogisaurus novasi,species,242722,,Chromogisaurus novasi,species,242722,237,227,42426,-67.90126,-30.116928,AR,San Juan,,estimated from map,6,small collection,"Cancha de Bochas, Valle Pintado, southern outcrops of Ischigualasto Fm."
83954,spm,,296444,0,28360,USNM 2364,holotype,,,scapula,,1,table,,,Dystrophaeus viaemalae,species,52875,,Dystrophaeus viaemalae,species,52875,157.9,154.8,7794,-109.319168,38.122501,US,Utah,San Juan,based on nearby landmark,seconds,small collection,"East Canyon, San Juan Co., southeastern UT. Approx. 8 mi. from CO border.\r\nCope, 1877: ""The locality is in the Painted Cañon, not far from the Sierra Abajo, in Southeastern Utah, near the Colorado boundary; latitude 38° 15', longitude 110°.""\r\nNewberry: ""On the north side of the canõn just opposite out camp (26), in the face of the cliff, about 250 feet above its base"""
83955,spm,,296444,0,28360,USNM 2364,holotype,,,? ulna,,1,table,,,Dystrophaeus viaemalae,species,52875,,Dystrophaeus viaemalae,species,52875,157.9,154.8,7794,-109.319168,38.122501,US,Utah,San Juan,based on nearby landmark,seconds,small collection,"East Canyon, San Juan Co., southeastern UT. Approx. 8 mi. from CO border.\r\nCope, 1877: ""The locality is in the Painted Cañon, not far from the Sierra Abajo, in Southeastern Utah, near the Colorado boundary; latitude 38° 15', longitude 110°.""\r\nNewberry: ""On the north side of the canõn just opposite out camp (26), in the face of the cliff, about 250 feet above its base"""
83956,spm,,487267,0,48871,CH4-1,holotype,,left,femur,,1,text,,,Isanosaurus attavipachi,species,65148,,Isanosaurus attavipachi,species,65148,192.9,174.7,13033,101.983299,16.3333,TH,Chaiyaphum,,based on nearby landmark,4,small collection,"Phu Nok Khian hill, near Ban Non Thaworn village, Chaiyaphum province, Khorat Plateau, NE Thailand"
83957,spm,,637751,19976,68621,ISI R257/36,holotype,,left,scapula,,1,table,,,Lamplughsaura dharmaramensis,species,110384,,Lamplughsaura dharmaramensis,species,110384,201.4,192.9,25610,79.533333,19.25,IN,Andhra Pradesh,Adilabad,stated in text,minutes,small collection,"described as from Sironcha, near Maleri, in the Pranhita-Godavari Valley, but map and coordinates in red 25610 are NW of this area, which is N of Krishnapur village, in the Adilabad district"
83958,spm,,637751,19976,68621,ISI R257/37,holotype,,right,scapula,,1,table,,,Lamplughsaura dharmaramensis,species,110384,,Lamplughsaura dharmaramensis,species,110384,201.4,192.9,25610,79.533333,19.25,IN,Andhra Pradesh,Adilabad,stated in text,minutes,small collection,"described as from Sironcha, near Maleri, in the Pranhita-Godavari Valley, but map and coordinates in red 25610 are NW of this area, which is N of Krishnapur village, in the Adilabad district"
83959,spm,,637751,19976,68621,ISI R257/39,holotype,,right,humerus,,1,table,,,Lamplughsaura dharmaramensis,species,110384,,Lamplughsaura dharmaramensis,species,110384,201.4,192.9,25610,79.533333,19.25,IN,Andhra Pradesh,Adilabad,stated in text,minutes,small collection,"described as from Sironcha, near Maleri, in the Pranhita-Godavari Valley, but map and coordinates in red 25610 are NW of this area, which is N of Krishnapur village, in the Adilabad district"
83960,spm,,637751,19976,68621,ISI R257/41,holotype,,left,ulna,,1,table,,,Lamplughsaura dharmaramensis,species,110384,,Lamplughsaura dharmaramensis,species,110384,201.4,192.9,25610,79.533333,19.25,IN,Andhra Pradesh,Adilabad,stated in text,minutes,small collection,"described as from Sironcha, near Maleri, in the Pranhita-Godavari Valley, but map and coordinates in red 25610 are NW of this area, which is N of Krishnapur village, in the Adilabad district"
83961,spm,,637751,19976,68621,ISI R257/44,holotype,,right,femur,,1,table,,,Lamplughsaura dharmaramensis,species,110384,,Lamplughsaura dharmaramensis,species,110384,201.4,192.9,25610,79.533333,19.25,IN,Andhra Pradesh,Adilabad,stated in text,minutes,small collection,"described as from Sironcha, near Maleri, in the Pranhita-Godavari Valley, but map and coordinates in red 25610 are NW of this area, which is N of Krishnapur village, in the Adilabad district"
83962,spm,,637751,19976,68621,ISI R257/46,holotype,,left,tibia,,1,table,,,Lamplughsaura dharmaramensis,species,110384,,Lamplughsaura dharmaramensis,species,110384,201.4,192.9,25610,79.533333,19.25,IN,Andhra Pradesh,Adilabad,stated in text,minutes,small collection,"described as from Sironcha, near Maleri, in the Pranhita-Godavari Valley, but map and coordinates in red 25610 are NW of this area, which is N of Krishnapur village, in the Adilabad district"
83963,spm,,637751,19976,68621,ISI R257/47,holotype,,left,fibula,,1,table,,,Lamplughsaura dharmaramensis,species,110384,,Lamplughsaura dharmaramensis,species,110384,201.4,192.9,25610,79.533333,19.25,IN,Andhra Pradesh,Adilabad,stated in text,minutes,small collection,"described as from Sironcha, near Maleri, in the Pranhita-Godavari Valley, but map and coordinates in red 25610 are NW of this area, which is N of Krishnapur village, in the Adilabad district"
83965,spm,,706065,0,75760,ISI R261/1,paratype,,right,humerus,,1,table,,,Lamplughsaura dharmaramensis,species,110384,,Lamplughsaura dharmaramensis,species,110384,201.4,192.9,25610,79.533333,19.25,IN,Andhra Pradesh,Adilabad,stated in text,minutes,small collection,"in the Pranhita-Godavari Valley, N of Krishnapur village, in the Adilabad district"
83966,spm,,706065,0,75760,ISI R261/3,paratype,,left,radius,,1,table,,,Lamplughsaura dharmaramensis,species,110384,,Lamplughsaura dharmaramensis,species,110384,201.4,192.9,25610,79.533333,19.25,IN,Andhra Pradesh,Adilabad,stated in text,minutes,small collection,"in the Pranhita-Godavari Valley, N of Krishnapur village, in the Adilabad district"
83967,spm,,706064,0,75759,ISI R258/28,paratype,,left,femur,,1,table,,,Lamplughsaura dharmaramensis,species,110384,,Lamplughsaura dharmaramensis,species,110384,201.4,192.9,25610,79.533333,19.25,IN,Andhra Pradesh,Adilabad,stated in text,minutes,small collection,"in the Pranhita-Godavari Valley, N of Krishnapur village, in the Adilabad district"
83977,spm,,500000,0,50766,,holotype,,,tibia,,1,text,,,Ohmdenosaurus liasicus,species,65914,,Ohmdenosaurus liasicus,species,65914,182.9,180.4,13560,9.5167,48.650002,DE,Baden-Württemberg,,based on nearby landmark,4,small collection,"Ohmden, near Holzmaden, Württemberg"
83983,spm,,261810,17808,25298,VMNH 1750,paratype,,right,humerus,,1,picture,,,Agnosphitys cromhallensis,species,53365,,Agnosphitys cromhallensis,species,53365,237,227,7095,-2.428333,51.623055,UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916. This locality is the new fissure fill discovered in 1990. 
83997,spm,,479548,0,47800,SMNS 12667,holotype,,left,scapula,,1,table,,,Thecodontosaurus diagnosticus,species,64389,subjective synonym of,Efraasia minor,species,54997,216.7,213.2,17407,8.9764,49.0644,DE,Baden-Württemberg,,based on nearby landmark,4,outcrop,"Mr. A. Burrer Quarry, Weisser Steinbruch, near Pfaffenhofen (= Heilbronn), Stromberg region, NW of Ludwigsburg, Nordwürttemberg (now Baden-Württemberg) and SW of Brackenheim; on the height over Pfaffenhofen.  Originally three separate operations that were combined: Heugel, Kleinarth, and Biedermann quarries."
83998,spm,,479548,0,47800,SMNS 12668,paratype,,left,scapula,,1,table,,,Thecodontosaurus diagnosticus,species,64389,subjective synonym of,Efraasia minor,species,54997,216.7,213.2,17407,8.9764,49.0644,DE,Baden-Württemberg,,based on nearby landmark,4,outcrop,"Mr. A. Burrer Quarry, Weisser Steinbruch, near Pfaffenhofen (= Heilbronn), Stromberg region, NW of Ludwigsburg, Nordwürttemberg (now Baden-Württemberg) and SW of Brackenheim; on the height over Pfaffenhofen.  Originally three separate operations that were combined: Heugel, Kleinarth, and Biedermann quarries."
83999,spm,,479548,0,47800,SMNS 12668,paratype,,right,scapula,,1,table,,,Thecodontosaurus diagnosticus,species,64389,subjective synonym of,Efraasia minor,species,54997,216.7,213.2,17407,8.9764,49.0644,DE,Baden-Württemberg,,based on nearby landmark,4,outcrop,"Mr. A. Burrer Quarry, Weisser Steinbruch, near Pfaffenhofen (= Heilbronn), Stromberg region, NW of Ludwigsburg, Nordwürttemberg (now Baden-Württemberg) and SW of Brackenheim; on the height over Pfaffenhofen.  Originally three separate operations that were combined: Heugel, Kleinarth, and Biedermann quarries."
84000,spm,,479548,0,47800,SMNS 12667,holotype,,left,humerus,,1,table,,,Thecodontosaurus diagnosticus,species,64389,subjective synonym of,Efraasia minor,species,54997,216.7,213.2,17407,8.9764,49.0644,DE,Baden-Württemberg,,based on nearby landmark,4,outcrop,"Mr. A. Burrer Quarry, Weisser Steinbruch, near Pfaffenhofen (= Heilbronn), Stromberg region, NW of Ludwigsburg, Nordwürttemberg (now Baden-Württemberg) and SW of Brackenheim; on the height over Pfaffenhofen.  Originally three separate operations that were combined: Heugel, Kleinarth, and Biedermann quarries."
84001,spm,,479548,0,47800,SMNS 12668,paratype,,left,humerus,,1,table,,,Thecodontosaurus diagnosticus,species,64389,subjective synonym of,Efraasia minor,species,54997,216.7,213.2,17407,8.9764,49.0644,DE,Baden-Württemberg,,based on nearby landmark,4,outcrop,"Mr. A. Burrer Quarry, Weisser Steinbruch, near Pfaffenhofen (= Heilbronn), Stromberg region, NW of Ludwigsburg, Nordwürttemberg (now Baden-Württemberg) and SW of Brackenheim; on the height over Pfaffenhofen.  Originally three separate operations that were combined: Heugel, Kleinarth, and Biedermann quarries."
84002,spm,,479548,0,47800,SMNS 12667,holotype,,right,radius,,1,table,,,Thecodontosaurus diagnosticus,species,64389,subjective synonym of,Efraasia minor,species,54997,216.7,213.2,17407,8.9764,49.0644,DE,Baden-Württemberg,,based on nearby landmark,4,outcrop,"Mr. A. Burrer Quarry, Weisser Steinbruch, near Pfaffenhofen (= Heilbronn), Stromberg region, NW of Ludwigsburg, Nordwürttemberg (now Baden-Württemberg) and SW of Brackenheim; on the height over Pfaffenhofen.  Originally three separate operations that were combined: Heugel, Kleinarth, and Biedermann quarries."
84003,spm,,479548,0,47800,SMNS 12668,paratype,,right,ulna,,1,table,,,Thecodontosaurus diagnosticus,species,64389,subjective synonym of,Efraasia minor,species,54997,216.7,213.2,17407,8.9764,49.0644,DE,Baden-Württemberg,,based on nearby landmark,4,outcrop,"Mr. A. Burrer Quarry, Weisser Steinbruch, near Pfaffenhofen (= Heilbronn), Stromberg region, NW of Ludwigsburg, Nordwürttemberg (now Baden-Württemberg) and SW of Brackenheim; on the height over Pfaffenhofen.  Originally three separate operations that were combined: Heugel, Kleinarth, and Biedermann quarries."
84004,spm,,479548,0,47800,SMNS 12667,holotype,,left,femur,,1,table,,,Thecodontosaurus diagnosticus,species,64389,subjective synonym of,Efraasia minor,species,54997,216.7,213.2,17407,8.9764,49.0644,DE,Baden-Württemberg,,based on nearby landmark,4,outcrop,"Mr. A. Burrer Quarry, Weisser Steinbruch, near Pfaffenhofen (= Heilbronn), Stromberg region, NW of Ludwigsburg, Nordwürttemberg (now Baden-Württemberg) and SW of Brackenheim; on the height over Pfaffenhofen.  Originally three separate operations that were combined: Heugel, Kleinarth, and Biedermann quarries."
84005,spm,,479548,0,47800,SMNS 12667,holotype,,right,femur,,1,table,,,Thecodontosaurus diagnosticus,species,64389,subjective synonym of,Efraasia minor,species,54997,216.7,213.2,17407,8.9764,49.0644,DE,Baden-Württemberg,,based on nearby landmark,4,outcrop,"Mr. A. Burrer Quarry, Weisser Steinbruch, near Pfaffenhofen (= Heilbronn), Stromberg region, NW of Ludwigsburg, Nordwürttemberg (now Baden-Württemberg) and SW of Brackenheim; on the height over Pfaffenhofen.  Originally three separate operations that were combined: Heugel, Kleinarth, and Biedermann quarries."
84006,spm,,479548,0,47800,SMNS 12667,holotype,,,tibia,,1,table,,,Thecodontosaurus diagnosticus,species,64389,subjective synonym of,Efraasia minor,species,54997,216.7,213.2,17407,8.9764,49.0644,DE,Baden-Württemberg,,based on nearby landmark,4,outcrop,"Mr. A. Burrer Quarry, Weisser Steinbruch, near Pfaffenhofen (= Heilbronn), Stromberg region, NW of Ludwigsburg, Nordwürttemberg (now Baden-Württemberg) and SW of Brackenheim; on the height over Pfaffenhofen.  Originally three separate operations that were combined: Heugel, Kleinarth, and Biedermann quarries."
84007,spm,,479548,0,47800,SMNS 12667,holotype,,right,fibula,,1,table,,,Thecodontosaurus diagnosticus,species,64389,subjective synonym of,Efraasia minor,species,54997,216.7,213.2,17407,8.9764,49.0644,DE,Baden-Württemberg,,based on nearby landmark,4,outcrop,"Mr. A. Burrer Quarry, Weisser Steinbruch, near Pfaffenhofen (= Heilbronn), Stromberg region, NW of Ludwigsburg, Nordwürttemberg (now Baden-Württemberg) and SW of Brackenheim; on the height over Pfaffenhofen.  Originally three separate operations that were combined: Heugel, Kleinarth, and Biedermann quarries."
84143,spm,,536068,0,55446,UFRGS PV0725T,,,left,humerus,,1,text,,,Guaibasaurus candelariensis,species,66571,,Guaibasaurus candelariensis,species,66571,227,208.5,29905,-53.446667,-29.5625,BR,Rio Grande do Sul,Faxinal do Soturno County,stated in text,seconds,outcrop,"Coordinates given by de Vivar et al. (2020); slightly different sets of coordinates given for the same locality in different papers. Quarry for road metal located 1.5 km NE from the city of Faxinal do Soturno. Langer et al. (2007) and others refer to this locality as ""Linha São Luiz"". "
84144,spm,,536068,0,55446,UFRGS PV0725T,,,left,ulna,,1,text,,,Guaibasaurus candelariensis,species,66571,,Guaibasaurus candelariensis,species,66571,227,208.5,29905,-53.446667,-29.5625,BR,Rio Grande do Sul,Faxinal do Soturno County,stated in text,seconds,outcrop,"Coordinates given by de Vivar et al. (2020); slightly different sets of coordinates given for the same locality in different papers. Quarry for road metal located 1.5 km NE from the city of Faxinal do Soturno. Langer et al. (2007) and others refer to this locality as ""Linha São Luiz"". "
84145,spm,,536068,0,55446,UFRGS PV0725T,,,left,femur,,1,text,,,Guaibasaurus candelariensis,species,66571,,Guaibasaurus candelariensis,species,66571,227,208.5,29905,-53.446667,-29.5625,BR,Rio Grande do Sul,Faxinal do Soturno County,stated in text,seconds,outcrop,"Coordinates given by de Vivar et al. (2020); slightly different sets of coordinates given for the same locality in different papers. Quarry for road metal located 1.5 km NE from the city of Faxinal do Soturno. Langer et al. (2007) and others refer to this locality as ""Linha São Luiz"". "
84413,spm,,782319,23367,84300,UMNH VP 16699,holotype,,,skull,,1,text,1,,Diabloceratops eatoni,species,170569,,Diabloceratops eatoni,species,170569,83.6,72.1,33418,-111.349167,37.178055,US,Utah,Kane,based on nearby landmark,6,small collection,"near Last Chance Creek, on E side of Wahweap outcrop belt, Grand Staircase-Escalante National Monument; N flank of Reynolds Point, W of Smoky Mountain Rd, central Kaiparowits Plateau"
84430,spm,,534253,0,55267,MOR 542,,,,skull,,1,table,,,Montanoceratops cerorhynchus,species,52830,,Montanoceratops cerorhynchus,species,52829,72.1,66,14743,-112.43222,48.699165,US,Montana,Glacier,based on nearby landmark,seconds,small collection,"on property of the Hutterite Big Sky colony, Little Rocky Coulee, a few meters from the presumed type site"
84431,spm,,534253,0,55267,MOR 542,,,,scapula,,1,table,,"Width at mid-shaft,  transverse",Montanoceratops cerorhynchus,species,52830,,Montanoceratops cerorhynchus,species,52829,72.1,66,14743,-112.43222,48.699165,US,Montana,Glacier,based on nearby landmark,seconds,small collection,"on property of the Hutterite Big Sky colony, Little Rocky Coulee, a few meters from the presumed type site"
84432,spm,,534253,0,55267,MOR 542,,,,tibia,,1,table,,"Width at mid-shaft,  transverse",Montanoceratops cerorhynchus,species,52830,,Montanoceratops cerorhynchus,species,52829,72.1,66,14743,-112.43222,48.699165,US,Montana,Glacier,based on nearby landmark,seconds,small collection,"on property of the Hutterite Big Sky colony, Little Rocky Coulee, a few meters from the presumed type site"
84433,spm,,534253,0,55267,MOR 542,,,,fibula,,1,table,,"Width at mid-shaft,  transverse",Montanoceratops cerorhynchus,species,52830,,Montanoceratops cerorhynchus,species,52829,72.1,66,14743,-112.43222,48.699165,US,Montana,Glacier,based on nearby landmark,seconds,small collection,"on property of the Hutterite Big Sky colony, Little Rocky Coulee, a few meters from the presumed type site"
84438,spm,,499909,0,50733,ZPAL MgD-1/156,holotype,,,scapula,,1,table,,,Microceratops gobiensis,species,52825,nomen dubium,Ceratopsia,unranked clade,38842,83.6,66,6048,103.538498,41.433701,CN,Nei Mongol,,estimated from map,4,outcrop,"250 km W of Ulan-tsonch; main site\r\n""Tsondolien-Khuduk Locality, Nei Mongol Autonomous Region, People’s Republic of China. The Tsondolien-Khuduk locality is approximately 250 km west south-west of the well-known Bayan Mandahu Locality (Eberth, 1993). ... Based on careful study of the map and locality  description in Bohlin (1953, Fig 1), and firsthand knowledge of the area by one of us (HY)  Tsondolien-Khuduk is located somewhere west of the towns of Ulan Suhai (Suhongtu) and Bayan Mod (Wuliji), and in the vicinity (south) of the Sinornithomimus dongi holotype locality (Kobayashi et al. 2003)"" - Evans et al. (2021)"
84439,spm,,499909,0,50733,ZPAL MgD-1/156,holotype,,,humerus,,1,table,,,Microceratops gobiensis,species,52825,nomen dubium,Ceratopsia,unranked clade,38842,83.6,66,6048,103.538498,41.433701,CN,Nei Mongol,,estimated from map,4,outcrop,"250 km W of Ulan-tsonch; main site\r\n""Tsondolien-Khuduk Locality, Nei Mongol Autonomous Region, People’s Republic of China. The Tsondolien-Khuduk locality is approximately 250 km west south-west of the well-known Bayan Mandahu Locality (Eberth, 1993). ... Based on careful study of the map and locality  description in Bohlin (1953, Fig 1), and firsthand knowledge of the area by one of us (HY)  Tsondolien-Khuduk is located somewhere west of the towns of Ulan Suhai (Suhongtu) and Bayan Mod (Wuliji), and in the vicinity (south) of the Sinornithomimus dongi holotype locality (Kobayashi et al. 2003)"" - Evans et al. (2021)"
84440,spm,,499909,0,50733,ZPAL MgD-1/156,holotype,,,radius,,1,table,,,Microceratops gobiensis,species,52825,nomen dubium,Ceratopsia,unranked clade,38842,83.6,66,6048,103.538498,41.433701,CN,Nei Mongol,,estimated from map,4,outcrop,"250 km W of Ulan-tsonch; main site\r\n""Tsondolien-Khuduk Locality, Nei Mongol Autonomous Region, People’s Republic of China. The Tsondolien-Khuduk locality is approximately 250 km west south-west of the well-known Bayan Mandahu Locality (Eberth, 1993). ... Based on careful study of the map and locality  description in Bohlin (1953, Fig 1), and firsthand knowledge of the area by one of us (HY)  Tsondolien-Khuduk is located somewhere west of the towns of Ulan Suhai (Suhongtu) and Bayan Mod (Wuliji), and in the vicinity (south) of the Sinornithomimus dongi holotype locality (Kobayashi et al. 2003)"" - Evans et al. (2021)"
84441,spm,,499909,0,50733,ZPAL MgD-1/156,holotype,,,femur,,1,table,,,Microceratops gobiensis,species,52825,nomen dubium,Ceratopsia,unranked clade,38842,83.6,66,6048,103.538498,41.433701,CN,Nei Mongol,,estimated from map,4,outcrop,"250 km W of Ulan-tsonch; main site\r\n""Tsondolien-Khuduk Locality, Nei Mongol Autonomous Region, People’s Republic of China. The Tsondolien-Khuduk locality is approximately 250 km west south-west of the well-known Bayan Mandahu Locality (Eberth, 1993). ... Based on careful study of the map and locality  description in Bohlin (1953, Fig 1), and firsthand knowledge of the area by one of us (HY)  Tsondolien-Khuduk is located somewhere west of the towns of Ulan Suhai (Suhongtu) and Bayan Mod (Wuliji), and in the vicinity (south) of the Sinornithomimus dongi holotype locality (Kobayashi et al. 2003)"" - Evans et al. (2021)"
